num,auc,disease
195,0.7251515151515152,Behcet
196,0.7251515151515152,Behcet
197,0.7251515151515152,Behcet
198,0.7251515151515152,Behcet
199,0.7251515151515152,Behcet
200,0.7251515151515152,Behcet
201,0.7251515151515152,Behcet
202,0.7251515151515152,Behcet
203,0.7251515151515152,Behcet
204,0.7251515151515152,Behcet
205,0.7251515151515152,Behcet
206,0.7251515151515152,Behcet
207,0.7251515151515152,Behcet
1,0.6401515151515154,FMF
2,0.7551948051948051,FMF
3,0.7349567099567101,FMF
4,0.7492424242424244,FMF
5,0.8230519480519477,FMF
6,0.8139610389610392,FMF
7,0.8659090909090907,FMF
8,0.8425324675324678,FMF
9,0.7957792207792204,FMF
10,0.7957792207792204,FMF
11,0.8251082251082253,FMF
12,0.8108225108225108,FMF
13,0.8160173160173161,FMF
14,0.8017316017316019,FMF
15,0.8251082251082251,FMF
16,0.7933982683982687,FMF
17,0.7933982683982687,FMF
18,0.8076839826839829,FMF
19,0.8076839826839829,FMF
20,0.8076839826839829,FMF
21,0.7850649350649355,FMF
22,0.791017316017316,FMF
23,0.7767316017316018,FMF
24,0.791017316017316,FMF
25,0.8084415584415585,FMF
26,0.79491341991342,FMF
27,0.8115800865800866,FMF
28,0.8115800865800866,FMF
29,0.780627705627706,FMF
30,0.8175324675324677,FMF
31,0.8175324675324677,FMF
32,0.8175324675324677,FMF
33,0.8318181818181819,FMF
34,0.8318181818181819,FMF
35,0.840151515151515,FMF
36,0.840151515151515,FMF
37,0.840151515151515,FMF
38,0.8258658008658006,FMF
39,0.8484848484848483,FMF
40,0.8393939393939397,FMF
41,0.8393939393939397,FMF
42,0.8393939393939397,FMF
43,0.8393939393939397,FMF
44,0.8484848484848483,FMF
45,0.8568181818181819,FMF
46,0.8794372294372295,FMF
47,0.8711038961038962,FMF
48,0.8711038961038962,FMF
49,0.8853896103896106,FMF
50,0.8853896103896106,FMF
51,0.8853896103896106,FMF
52,0.8853896103896106,FMF
53,0.8853896103896106,FMF
54,0.877056277056277,FMF
55,0.8937229437229437,FMF
56,0.8711038961038962,FMF
57,0.8937229437229437,FMF
58,0.8937229437229437,FMF
59,0.8853896103896106,FMF
60,0.8711038961038962,FMF
61,0.8544372294372292,FMF
62,0.8484848484848483,FMF
63,0.8484848484848483,FMF
64,0.8484848484848483,FMF
65,0.8484848484848483,FMF
66,0.8484848484848483,FMF
67,0.8484848484848483,FMF
68,0.8651515151515152,FMF
69,0.8794372294372295,FMF
70,0.8794372294372295,FMF
71,0.8568181818181819,FMF
72,0.8568181818181819,FMF
73,0.8853896103896106,FMF
74,0.8853896103896106,FMF
75,0.8853896103896106,FMF
76,0.8711038961038962,FMF
77,0.8484848484848485,FMF
78,0.8484848484848485,FMF
79,0.8484848484848483,FMF
80,0.8484848484848483,FMF
81,0.8484848484848483,FMF
82,0.8484848484848483,FMF
83,0.8484848484848485,FMF
84,0.8425324675324678,FMF
85,0.8425324675324678,FMF
86,0.8425324675324678,FMF
87,0.8425324675324678,FMF
88,0.834199134199134,FMF
89,0.834199134199134,FMF
90,0.8425324675324678,FMF
91,0.8425324675324678,FMF
92,0.8251082251082253,FMF
93,0.8334415584415585,FMF
94,0.8334415584415585,FMF
95,0.8334415584415585,FMF
96,0.8334415584415585,FMF
97,0.8365800865800865,FMF
98,0.8417748917748917,FMF
99,0.8734848484848483,FMF
100,0.859199134199134,FMF
101,0.850865800865801,FMF
102,0.850865800865801,FMF
103,0.8651515151515152,FMF
104,0.8651515151515152,FMF
105,0.8501082251082255,FMF
106,0.841017316017316,FMF
107,0.841017316017316,FMF
108,0.841017316017316,FMF
109,0.841017316017316,FMF
110,0.841017316017316,FMF
111,0.841017316017316,FMF
112,0.841017316017316,FMF
113,0.841017316017316,FMF
114,0.841017316017316,FMF
115,0.841017316017316,FMF
116,0.841017316017316,FMF
117,0.841017316017316,FMF
118,0.841017316017316,FMF
119,0.841017316017316,FMF
120,0.841017316017316,FMF
121,0.841017316017316,FMF
122,0.832683982683983,FMF
123,0.8243506493506492,FMF
124,0.841017316017316,FMF
125,0.832683982683983,FMF
126,0.8243506493506492,FMF
127,0.8243506493506492,FMF
128,0.8501082251082253,FMF
129,0.841017316017316,FMF
130,0.8501082251082253,FMF
131,0.832683982683983,FMF
132,0.832683982683983,FMF
133,0.832683982683983,FMF
134,0.832683982683983,FMF
135,0.832683982683983,FMF
136,0.841017316017316,FMF
137,0.841017316017316,FMF
138,0.832683982683983,FMF
139,0.832683982683983,FMF
140,0.832683982683983,FMF
141,0.841017316017316,FMF
142,0.841017316017316,FMF
143,0.841017316017316,FMF
144,0.841017316017316,FMF
145,0.841017316017316,FMF
146,0.841017316017316,FMF
147,0.841017316017316,FMF
148,0.841017316017316,FMF
149,0.841017316017316,FMF
150,0.832683982683983,FMF
151,0.832683982683983,FMF
152,0.832683982683983,FMF
153,0.832683982683983,FMF
154,0.8183982683982687,FMF
155,0.8183982683982687,FMF
156,0.8183982683982687,FMF
157,0.832683982683983,FMF
158,0.8183982683982687,FMF
159,0.8183982683982687,FMF
160,0.8183982683982687,FMF
161,0.8183982683982687,FMF
162,0.832683982683983,FMF
163,0.8267316017316018,FMF
164,0.8183982683982687,FMF
165,0.8183982683982687,FMF
166,0.832683982683983,FMF
167,0.8267316017316018,FMF
168,0.8267316017316018,FMF
169,0.8267316017316018,FMF
170,0.832683982683983,FMF
171,0.841017316017316,FMF
172,0.841017316017316,FMF
173,0.841017316017316,FMF
174,0.841017316017316,FMF
175,0.841017316017316,FMF
176,0.841017316017316,FMF
177,0.841017316017316,FMF
178,0.841017316017316,FMF
179,0.841017316017316,FMF
180,0.841017316017316,FMF
181,0.841017316017316,FMF
182,0.841017316017316,FMF
183,0.841017316017316,FMF
184,0.841017316017316,FMF
185,0.841017316017316,FMF
186,0.841017316017316,FMF
187,0.841017316017316,FMF
188,0.832683982683983,FMF
189,0.832683982683983,FMF
190,0.832683982683983,FMF
191,0.841017316017316,FMF
192,0.841017316017316,FMF
193,0.841017316017316,FMF
194,0.8267316017316018,FMF
195,0.8267316017316018,FMF
196,0.841017316017316,FMF
197,0.841017316017316,FMF
198,0.841017316017316,FMF
199,0.8267316017316018,FMF
200,0.8267316017316018,FMF
201,0.8267316017316018,FMF
202,0.8358225108225106,FMF
203,0.8358225108225106,FMF
204,0.8358225108225106,FMF
205,0.8358225108225106,FMF
206,0.8274891774891772,FMF
207,0.8274891774891772,FMF
1,0.7687229437229437,Still's disease
2,0.8063852813852818,Still's disease
3,0.8115800865800866,Still's disease
4,0.7889610389610392,Still's disease
5,0.7889610389610392,Still's disease
6,0.7889610389610392,Still's disease
7,0.783008658008658,Still's disease
8,0.7972943722943724,Still's disease
9,0.8063852813852813,Still's disease
10,0.7972943722943724,Still's disease
11,0.8147186147186147,Still's disease
12,0.8147186147186147,Still's disease
13,0.8432900432900433,Still's disease
14,0.8607142857142858,Still's disease
15,0.8599567099567103,Still's disease
16,0.8599567099567103,Still's disease
17,0.8516233766233765,Still's disease
18,0.8690476190476191,Still's disease
19,0.8976190476190473,Still's disease
20,0.8885281385281387,Still's disease
21,0.8794372294372295,Still's disease
22,0.8794372294372295,Still's disease
23,0.8794372294372295,Still's disease
24,0.8651515151515152,Still's disease
25,0.8651515151515152,Still's disease
26,0.8651515151515152,Still's disease
27,0.8825757575757577,Still's disease
28,0.8643939393939397,Still's disease
29,0.8643939393939397,Still's disease
30,0.8643939393939397,Still's disease
31,0.8643939393939397,Still's disease
32,0.8734848484848483,Still's disease
33,0.8734848484848483,Still's disease
34,0.8501082251082253,Still's disease
35,0.8501082251082253,Still's disease
36,0.8501082251082253,Still's disease
37,0.8501082251082253,Still's disease
38,0.859199134199134,Still's disease
39,0.8742424242424245,Still's disease
40,0.8825757575757577,Still's disease
41,0.8734848484848483,Still's disease
42,0.881818181818182,Still's disease
43,0.8734848484848483,Still's disease
44,0.8651515151515151,Still's disease
45,0.8734848484848483,Still's disease
46,0.8651515151515151,Still's disease
47,0.8734848484848483,Still's disease
48,0.8734848484848483,Still's disease
49,0.8734848484848483,Still's disease
50,0.8877705627705625,Still's disease
51,0.8885281385281387,Still's disease
52,0.8961038961038965,Still's disease
53,0.881818181818182,Still's disease
54,0.9103896103896106,Still's disease
55,0.905194805194805,Still's disease
56,0.905194805194805,Still's disease
57,0.8961038961038965,Still's disease
58,0.905194805194805,Still's disease
59,0.905194805194805,Still's disease
60,0.905194805194805,Still's disease
61,0.905194805194805,Still's disease
62,0.905194805194805,Still's disease
63,0.905194805194805,Still's disease
64,0.9111471861471861,Still's disease
65,0.9111471861471861,Still's disease
66,0.9111471861471861,Still's disease
67,0.9111471861471861,Still's disease
68,0.9111471861471861,Still's disease
69,0.9111471861471861,Still's disease
70,0.9111471861471861,Still's disease
71,0.9194805194805192,Still's disease
72,0.9285714285714288,Still's disease
73,0.9285714285714288,Still's disease
74,0.9285714285714288,Still's disease
75,0.9285714285714288,Still's disease
76,0.9285714285714288,Still's disease
77,0.9285714285714288,Still's disease
78,0.9285714285714288,Still's disease
79,0.9285714285714288,Still's disease
80,0.9285714285714288,Still's disease
81,0.9285714285714288,Still's disease
82,0.9285714285714288,Still's disease
83,0.9285714285714288,Still's disease
84,0.9285714285714288,Still's disease
85,0.9285714285714288,Still's disease
86,0.9285714285714288,Still's disease
87,0.9285714285714288,Still's disease
88,0.9285714285714288,Still's disease
89,0.9194805194805192,Still's disease
90,0.9285714285714288,Still's disease
91,0.9285714285714288,Still's disease
92,0.9285714285714288,Still's disease
93,0.9285714285714288,Still's disease
94,0.9202380952380954,Still's disease
95,0.9202380952380954,Still's disease
96,0.9202380952380954,Still's disease
97,0.9202380952380954,Still's disease
98,0.9194805194805192,Still's disease
99,0.9194805194805192,Still's disease
100,0.9194805194805192,Still's disease
101,0.9194805194805192,Still's disease
102,0.9194805194805192,Still's disease
103,0.9111471861471861,Still's disease
104,0.9111471861471861,Still's disease
105,0.9111471861471861,Still's disease
106,0.9111471861471861,Still's disease
107,0.9111471861471861,Still's disease
108,0.9111471861471861,Still's disease
109,0.9111471861471861,Still's disease
110,0.9111471861471861,Still's disease
111,0.9111471861471861,Still's disease
112,0.9111471861471861,Still's disease
113,0.9111471861471861,Still's disease
114,0.9111471861471861,Still's disease
115,0.9111471861471861,Still's disease
116,0.9111471861471861,Still's disease
117,0.9111471861471861,Still's disease
118,0.9111471861471861,Still's disease
119,0.9111471861471861,Still's disease
120,0.9111471861471861,Still's disease
121,0.9111471861471861,Still's disease
122,0.9020562770562768,Still's disease
123,0.9111471861471861,Still's disease
124,0.9111471861471861,Still's disease
125,0.9020562770562768,Still's disease
126,0.9111471861471861,Still's disease
127,0.9020562770562768,Still's disease
128,0.9020562770562768,Still's disease
129,0.9111471861471861,Still's disease
130,0.9111471861471861,Still's disease
131,0.9202380952380954,Still's disease
132,0.9202380952380954,Still's disease
133,0.9202380952380954,Still's disease
134,0.9202380952380954,Still's disease
135,0.9202380952380954,Still's disease
136,0.9202380952380954,Still's disease
137,0.9202380952380954,Still's disease
138,0.9111471861471861,Still's disease
139,0.9111471861471861,Still's disease
140,0.9202380952380954,Still's disease
141,0.9111471861471861,Still's disease
142,0.9111471861471861,Still's disease
143,0.9111471861471861,Still's disease
144,0.9202380952380954,Still's disease
145,0.9202380952380954,Still's disease
146,0.9202380952380954,Still's disease
